uranium_lead_ratio,carbon_14_ratio,radioactive_decay_series,stratigraphic_layer_depth,geological_period,paleomagnetic_data,inclusion_of_other_fossils,isotopic_composition,surrounding_rock_type,stratigraphic_position,fossil_size,fossil_weight,age
0.3365848252239765,0.2816668860163604,0.0169239831272211,59.32,Cambrian,Reversed polarity,True,1.4438513571178526,Limestone,Middle,62.33,318.8,22387
0.5364029075486891,0.2700413372695491,0.1389927647059213,155.62,Neogene,Normal polarity,True,0.7831696986026979,Sandstone,Top,37.99,648.15,34453
0.5608356880990946,0.6261460292028544,0.4062957167863294,322.48,Paleogene,Reversed polarity,True,0.7116922845684839,Conglomerate,Middle,48.65,139.67,48138
0.114678361747953,0.5499153631821387,0.8241690929829253,167.12,Cambrian,Normal polarity,False,0.3890179156265922,Limestone,Bottom,61.7,142.81,26843
0.0149480307444755,0.5715312687760485,1.0440764151132649,36.69,Permian,Normal polarity,True,1.1565099116328863,Sandstone,Bottom,149.51,575.99,11717
0.4797510083896992,0.612680375904342,0.1812023585523416,180.62,Cambrian,Reversed polarity,True,1.395424475237114,Shale,Middle,107.7,184.04,41222
0.3662558670732187,0.6745140493380717,0.7147305735930253,64.89,Paleogene,Reversed polarity,True,2.4759582973284604,Sandstone,Middle,76.17,220.75,28239
0.3435328436892967,0.4496775042165214,0.4954080177639628,348.0,Cambrian,Reversed polarity,True,1.3046160397730464,Limestone,Bottom,104.63,436.81,52305
0.5670479079546301,0.1168913266113631,0.0712304906293969,7.16,Cambrian,Normal polarity,True,0.905688936878781,Shale,Bottom,9.76,88.63,36002
0.7196769979125701,0.7534330177634314,0.9843310922747196,251.35,Ordovician,Normal polarity,True,0.1255296480476278,Limestone,Bottom,114.62,578.83,69701
0.698720273728395,0.2856344790515651,0.3959820795613075,45.12,Neogene,Normal polarity,True,0.1938051669346751,Shale,Bottom,46.66,427.54,43720
0.977493346896275,0.590097684983437,0.8652432882149943,156.28,Cretaceous,Reversed polarity,True,1.906897357813069,Sandstone,Bottom,149.35,627.17,74794
0.570985898236209,0.4163797686038043,0.4114702447109657,248.91,Triassic,Normal polarity,True,0.4452462616408874,Sandstone,Bottom,35.42,116.68,52300
0.2578386996634673,0.8554369702305309,0.2934066325258675,184.8,Triassic,Normal polarity,True,1.4351945653939011,Limestone,Middle,53.77,379.85,26924
0.6344871495831377,0.5189498302818508,0.4304645295115271,66.79,Cretaceous,Reversed polarity,True,0.6898991206508207,Shale,Bottom,120.21,287.93,45651
0.1186696035513586,0.3434250722667558,0.4057577906485896,231.85,Cretaceous,Normal polarity,True,1.1979497077675312,Limestone,Bottom,58.69,41.88,25896
0.3445659805490944,0.3760504657685665,0.8988880026047812,422.66,Cretaceous,Normal polarity,True,0.2303058408052797,Conglomerate,Middle,123.28,426.79,43502
0.3316557718073183,0.511096672855329,0.2531084706636082,165.29,Paleogene,Normal polarity,False,1.1871428249195224,Sandstone,Bottom,113.53,67.66,32839
0.9596740316039528,0.8380343327101833,0.1315374179941417,270.93,Permian,Normal polarity,True,1.7533328716749452,Sandstone,Middle,102.67,30.42,64632
0.0673754014042498,0.4387599222226608,0.4864586431732969,150.53,Cretaceous,Normal polarity,False,0.5094992522243506,Sandstone,Bottom,145.36,226.61,17037
0.4076790614852322,0.2988589953075804,0.6581599713448636,70.26,Triassic,Normal polarity,False,1.543833855496187,Sandstone,Top,124.44,174.57,26950
0.819486880149474,0.0499646025106894,0.7621609764165851,168.14,Cretaceous,Reversed polarity,False,0.6446005500499681,Conglomerate,Bottom,54.97,640.95,60145
0.5001083531977285,0.2000606105449436,0.3614615600271754,129.06,Triassic,Normal polarity,True,0.1377474292355562,Sandstone,Middle,6.77,97.18,29915
0.732156412805224,0.5494014366807858,0.868381286575528,121.12,Devonian,Reversed polarity,True,0.3347390273020005,Shale,Bottom,31.58,294.12,61713
0.5479078827171897,0.633680549745493,0.1382337532588073,197.68,Paleogene,Reversed polarity,True,1.060239834246845,Limestone,Bottom,83.88,304.72,48804
0.6012874960781279,0.7564970639627817,0.2857569617851716,262.91,Triassic,Reversed polarity,True,1.113716182486849,Limestone,Bottom,26.01,258.6,59502
0.3625412868617742,0.601266624442279,0.1079608915029661,136.92,Permian,Reversed polarity,False,0.6069759424413009,Conglomerate,Bottom,55.16,524.71,34068
0.2135498101978978,0.622781127293983,0.6267076972014601,64.24,Paleogene,Normal polarity,True,0.4487495337722189,Sandstone,Bottom,102.79,112.58,23782
0.5942842331867615,0.6583991365655637,0.0915808693750264,192.09,Cambrian,Normal polarity,False,0.5129304001703826,Sandstone,Middle,168.28,251.33,43980
0.2896247508807692,0.4155976995680716,0.0398359340144764,151.12,Triassic,Normal polarity,True,1.094354926498923,Sandstone,Middle,23.47,651.84,22990
0.4710133898347378,0.4694478236648981,0.428544020868239,50.43,Permian,Reversed polarity,True,0.2791631612787807,Shale,Middle,42.11,477.93,31764
0.2963440149323016,0.6542745329746766,0.3342642143856448,226.62,Cambrian,Reversed polarity,False,0.7629815759513736,Limestone,Middle,14.37,191.03,36099
0.8321689022973413,0.2576722909416922,0.5309919987270013,81.67,Cretaceous,Normal polarity,True,0.4813998101711234,Limestone,Middle,123.24,188.4,45525
0.3982675202889497,0.5289350230269932,0.2943802095226325,133.7,Ordovician,Normal polarity,False,1.6805078223652308,Limestone,Bottom,11.73,253.69,39684
0.4576120440398309,0.7692715803356345,0.8398558075858098,137.58,Carboniferous,Normal polarity,True,2.206842515725218,Shale,Bottom,49.27,145.47,44893
0.6485889794915285,0.7453994108971334,0.6121392610689379,96.82,Devonian,Normal polarity,False,0.1111741211142009,Conglomerate,Bottom,12.82,532.99,51836
0.6862666250019451,0.4718332317283847,0.4365518283298134,318.04,Devonian,Normal polarity,True,1.48962122664319,Shale,Middle,92.58,11.09,56591
0.5129551117018631,0.3139566411333941,0.7607547616216056,264.1,Jurassic,Normal polarity,True,1.682014940158722,Limestone,Middle,104.86,504.99,42587
0.2464788923329638,0.0514816416876595,0.6708339123057258,180.74,Permian,Normal polarity,True,0.7601983242275663,Sandstone,Bottom,100.04,377.06,29770
0.5917374331369345,0.4769783472271579,0.7904389377175209,97.94,Triassic,Reversed polarity,True,0.3786503270753092,Conglomerate,Bottom,113.89,324.56,47511
0.1198029136294325,0.4983940667581942,0.8599082550437762,260.04,Carboniferous,Normal polarity,False,1.7835420693627306,Limestone,Bottom,39.69,287.56,30845
0.637963358902456,0.4310520144943463,0.2944884079487097,283.44,Devonian,Normal polarity,False,0.1939959925652906,Conglomerate,Bottom,112.15,490.51,58770
0.8753325797225446,0.0711096287379036,0.3952457951379463,177.16,Paleogene,Reversed polarity,True,1.4198370476649074,Shale,Bottom,73.25,89.18,61688
0.1549096024712797,0.8664670662006038,0.5751035096156885,79.81,Cambrian,Normal polarity,True,0.7971480195849059,Sandstone,Top,94.93,355.44,21338
0.6609167327315625,0.95373270799956,0.7175360303844123,6.05,Cambrian,Normal polarity,True,1.6049876880639031,Limestone,Bottom,66.1,465.9,52770
0.3457450940327398,0.1218819571479528,0.2402389921399401,92.37,Paleogene,Normal polarity,False,0.7000781949195141,Sandstone,Bottom,46.79,593.2,26386
0.5861400567459244,0.3702019845285524,0.405464773018767,119.2,Devonian,Reversed polarity,True,1.3683670320129275,Limestone,Bottom,90.53,116.8,48915
0.4188813774987982,0.2677709810584331,0.6775486765775676,36.01,Permian,Reversed polarity,False,1.0487428451833312,Limestone,Bottom,29.57,182.55,31408
0.2992366061886702,0.4765082509326263,0.5257357833986317,148.32,Jurassic,Normal polarity,True,1.05105419878323,Shale,Top,11.31,293.72,26928
0.8277361712711804,0.0471698609660549,0.6111609783858025,218.56,Jurassic,Normal polarity,True,1.97845234869685,Limestone,Bottom,60.06,175.5,62953
0.3549294915945076,0.8765498359109498,0.9307888240583642,207.14,Permian,Normal polarity,True,1.4124091472983649,Limestone,Bottom,65.44,225.93,45458
0.1302193416449946,0.3666499437864907,0.2046622328409081,234.99,Permian,Reversed polarity,True,0.7553666314589488,Sandstone,Bottom,119.84,82.35,26872
0.483851762027041,0.3352322199473901,0.4215566989904393,72.47,Ordovician,Normal polarity,True,1.3726755288144472,Shale,Top,50.33,29.67,31538
0.1367856217843655,0.1264300490957897,0.4814965622188268,198.46,Ordovician,Normal polarity,True,0.9862489556157148,Limestone,Bottom,49.31,648.24,25233
0.6204526180506371,0.9999999999,0.1956082154750708,129.1,Cretaceous,Normal polarity,True,1.6243935567196084,Shale,Bottom,58.01,270.04,55251
0.3974778981843035,0.3677510624419159,0.7161289759816453,243.82,Cretaceous,Normal polarity,True,0.0076777556700441,Limestone,Bottom,93.24,533.94,43504
0.1228569433183605,0.308027715700286,0.3836822616293096,422.93,Neogene,Normal polarity,True,0.947539902930794,Conglomerate,Bottom,9.79,376.67,36493
0.2322543609051416,0.3982536772479208,0.7483716786042218,14.91,Jurassic,Normal polarity,True,1.6591291379374686,Sandstone,Bottom,132.82,239.9,21586
0.1540664608384296,0.3090333671691414,0.1181798596669575,34.69,Devonian,Normal polarity,True,1.1261933500224006,Limestone,Bottom,58.66,322.92,14484
0.8578716518134032,0.8376495974763916,0.4573902593788305,164.01,Cambrian,Normal polarity,True,0.2345811983057372,Sandstone,Middle,43.06,187.25,58051
0.2758274902874791,0.4658385185962833,0.2196568166686189,317.72,Triassic,Normal polarity,True,0.2649306867789201,Sandstone,Middle,52.55,229.73,32874
0.3871853020114394,0.6274006653180417,0.8849281217301861,214.35,Cretaceous,Reversed polarity,True,0.8357683134530881,Limestone,Top,54.84,129.24,37995
0.715484525757913,0.2137970154302698,0.5550001506123503,92.08,Cambrian,Reversed polarity,True,0.50900076628739,Limestone,Bottom,85.81,365.13,54552
0.5205813777791692,0.3540059221916379,0.685816275711186,76.25,Devonian,Normal polarity,True,0.9269824912763264,Sandstone,Bottom,49.58,30.25,42728
0.3668260925580381,0.1774967995440013,0.4882236195391177,81.07,Cretaceous,Normal polarity,True,1.111022976876367,Conglomerate,Bottom,94.76,511.41,28944
0.3749768730054703,0.513513910795806,0.925593649716456,188.19,Devonian,Normal polarity,True,0.9294291980590634,Limestone,Top,105.07,393.74,36888
0.7159817702220597,0.7418609950575169,0.8649423388671535,260.56,Cambrian,Normal polarity,True,2.1912148632871653,Shale,Bottom,38.24,281.53,73483
0.127867690635819,0.1493893667653907,0.7577394614766768,172.62,Triassic,Normal polarity,False,0.9258280430219418,Sandstone,Bottom,59.64,336.36,20753
0.2931953296102903,0.6587516063146093,0.0845610855196107,1.52,Cambrian,Normal polarity,True,1.7203704946493366,Sandstone,Bottom,56.54,179.03,22744
0.8843825473421909,0.1883453148047706,0.6482809351923384,32.09,Devonian,Reversed polarity,False,1.3759439154505118,Sandstone,Bottom,23.48,472.2,59239
0.9845084752274242,0.0231237869433749,1.0137529911087118,309.26,Permian,Normal polarity,False,0.3286199569788198,Shale,Middle,92.87,245.88,67710
0.5652158649282593,0.1309548084807425,0.490333279431039,12.45,Jurassic,Reversed polarity,True,1.979873575165681,Limestone,Bottom,43.92,548.94,37729
0.2901613689427643,0.0773428490494115,0.6006871081113774,112.81,Jurassic,Reversed polarity,True,1.527732635902577,Sandstone,Bottom,58.42,407.97,25554
0.376691774604944,0.2346264968290272,0.2877689873512809,120.65,Cambrian,Reversed polarity,True,0.9387615570670336,Sandstone,Bottom,1.63,239.75,36074
0.583975009653007,0.5286831232564966,0.6199180621094361,65.54,Devonian,Normal polarity,False,0.6793426945578367,Sandstone,Bottom,31.72,243.68,45431
0.1177615412205217,0.5900079268245462,0.6482924185274583,94.39,Neogene,Normal polarity,True,0.4808858888416879,Conglomerate,Top,13.63,306.74,16595
0.2373701220364164,0.501320174528369,0.7735752894012448,195.1,Cretaceous,Normal polarity,True,1.7893527973203531,Sandstone,Bottom,141.99,393.54,31028
0.1733763238550327,0.112579411078956,0.8661850824203117,159.56,Cretaceous,Normal polarity,False,2.041358647419723,Limestone,Middle,102.33,685.4,20438
0.4260867231322252,0.4018247941663949,0.5462561711053876,229.0,Jurassic,Normal polarity,True,0.6790221679508477,Conglomerate,Bottom,2.02,121.41,43804
0.2046492272463569,0.3085965944146773,0.6272136464784,89.24,Triassic,Normal polarity,False,0.0023631617048223,Conglomerate,Top,70.96,149.79,17714
1.1500223429916296,0.4244363860248685,0.2023331808340372,171.71,Cretaceous,Normal polarity,True,1.109453744456798,Limestone,Middle,37.19,519.8,62942
0.3822371689573053,0.2993172669617976,0.1941026769701574,251.32,Paleogene,Normal polarity,True,1.0812169155135265,Sandstone,Bottom,97.89,109.19,39212
0.6578585222442214,0.0071424587779698,0.7605816024609758,269.7,Cambrian,Normal polarity,True,1.342875827399675,Limestone,Bottom,51.63,190.01,59881
0.6027905410889456,0.3925999664274887,1.1097320723537238,177.36,Cretaceous,Reversed polarity,True,1.2190661032756758,Limestone,Middle,55.9,336.7,44937
0.7086281373347965,0.2896257272443048,0.316648752876989,87.68,Triassic,Reversed polarity,False,0.9365435416721806,Sandstone,Middle,35.99,221.4,42841
0.4804743761259616,0.64355832403414,1.041651067452631,122.41,Permian,Normal polarity,False,0.8234773895763629,Shale,Middle,7.27,246.12,36761
0.2492746022434454,0.4191324812644157,0.8882926468434792,86.79,Paleogene,Reversed polarity,False,0.4837450189353893,Shale,Bottom,52.69,192.12,27119
0.7188885684147122,0.5536188447630115,0.4461103378312089,23.23,Triassic,Reversed polarity,True,0.8321034297758814,Conglomerate,Bottom,52.54,475.49,48837
0.3533682756949425,0.0996486406371968,0.416389650647085,143.45,Neogene,Normal polarity,True,0.8747766037877416,Limestone,Bottom,130.59,414.21,30131
0.5064023741809571,0.6456919444190209,0.7853401177354241,91.73,Cretaceous,Reversed polarity,True,0.6059125014264999,Shale,Bottom,31.6,313.49,43669
0.1835161120010503,0.2425225307959956,0.57773901790886,130.11,Paleogene,Normal polarity,True,2.276387761700852,Shale,Middle,82.69,408.44,19046
0.5057108912414869,0.4935447112480886,0.2944917773403098,65.74,Triassic,Reversed polarity,True,1.0065987210494385,Sandstone,Bottom,42.58,296.61,38094
0.3454277271902396,0.4014972715757112,0.7106915397725508,180.73,Cretaceous,Reversed polarity,True,0.5771012087387202,Sandstone,Bottom,83.24,32.83,39255
1.080597104189514,0.3781606387351617,0.7386074328287724,175.82,Cambrian,Normal polarity,True,1.6320405646392877,Shale,Bottom,81.25,213.44,84366
0.6338589965838202,0.4171459546029095,0.4270400202392436,135.29,Triassic,Normal polarity,True,1.66211403050169,Sandstone,Middle,26.9,117.96,39871
0.6494908933748327,0.9531595604314784,0.4496384986339568,70.77,Cambrian,Reversed polarity,False,1.2970312266132062,Conglomerate,Top,55.71,88.15,45730
0.3772187269035624,0.2556605832978221,1.1608816407301028,168.14,Cambrian,Normal polarity,False,1.7159675683691626,Shale,Middle,149.31,290.35,36554
0.5995514426124298,0.110424384846258,0.8584792061956127,1.39,Cretaceous,Normal polarity,False,0.8899799540932449,Shale,Bottom,68.8,433.16,39752
0.5785027305049244,0.008490909326936,0.3869315857963503,181.36,Triassic,Normal polarity,True,0.1795404089998182,Shale,Bottom,36.98,480.16,45481
0.077846512344949,0.1074743125268811,0.9216015294624572,26.22,Cambrian,Normal polarity,False,0.2164425509250919,Limestone,Middle,93.32,663.0,8538
0.0272905474566759,0.3520378509623473,0.8368766315255469,193.58,Triassic,Normal polarity,False,1.3007143461183823,Sandstone,Middle,4.34,196.05,16830
0.5179897198021156,0.4160180816368671,0.4490317179855629,231.67,Jurassic,Normal polarity,False,1.1662837787696727,Limestone,Middle,63.61,548.18,40712
0.6423540163310683,0.1601374042790563,0.6234096619072798,311.1,Paleogene,Reversed polarity,True,0.3976149101210705,Sandstone,Bottom,63.44,491.3,59091
0.7505657500350704,0.2288703619556601,0.4625373652328637,248.02,Cambrian,Normal polarity,True,0.9741180480250152,Limestone,Bottom,79.24,518.62,64106
0.0704631958375949,0.6131537789271403,0.4184478358296203,71.65,Devonian,Normal polarity,True,0.7085612376199781,Sandstone,Bottom,44.52,448.58,16631
0.1391653089608473,0.8418877650160621,0.0053996859306104,183.32,Neogene,Reversed polarity,True,0.6558227674384174,Conglomerate,Bottom,18.28,551.08,25439
0.6640441862746687,0.4069538325499183,0.581955694439221,223.81,Cretaceous,Normal polarity,False,0.8109212040322745,Limestone,Bottom,66.08,429.04,56970
0.0932079179095694,0.509597538542516,0.0340637762829427,197.18,Neogene,Reversed polarity,True,1.8072875537769808,Shale,Top,87.22,254.73,19028
0.6944414907098597,0.5950186111108121,0.6740330288287211,184.57,Jurassic,Reversed polarity,False,1.183102347077514,Sandstone,Bottom,102.99,531.26,59385
0.0648422247100147,0.1845739926395182,0.3761345207093114,72.02,Cretaceous,Reversed polarity,False,1.7656124518057024,Shale,Top,121.84,749.69,9848
0.5863354727881963,0.3073539570432396,0.440751139850375,67.93,Permian,Normal polarity,True,1.1296216640113026,Sandstone,Bottom,17.96,696.19,39746
0.5641976399765034,0.0499104765312869,0.0585504921903543,398.53,Jurassic,Normal polarity,True,1.234682892551782,Sandstone,Bottom,61.56,143.16,56727
0.9458894414805656,0.455341007424318,0.754192467737631,134.06,Permian,Normal polarity,False,0.0547684881019942,Sandstone,Middle,60.46,349.49,58281
0.7751766881993052,0.3109793256929653,0.6989646037424999,165.67,Jurassic,Reversed polarity,True,0.986237902179826,Limestone,Middle,24.51,143.5,51732
0.5191974778634707,0.149058142608129,0.7809226707221039,91.42,Jurassic,Normal polarity,False,1.66343668513922,Limestone,Bottom,16.02,279.45,39950
0.8201904819314177,0.3867425291089855,1.1216457669390634,14.49,Devonian,Normal polarity,False,0.3476868260004275,Sandstone,Bottom,117.1,242.97,56222
0.2888453851708104,0.1014173265925289,1.0004179862469922,183.71,Ordovician,Reversed polarity,True,0.7404560748901896,Sandstone,Bottom,101.57,600.35,36247
0.3230052107996592,0.1903171456764792,0.405943178082336,20.25,Cretaceous,Normal polarity,True,1.6141608918284307,Conglomerate,Bottom,71.84,429.41,21525
0.3636443113023014,0.4634603787456865,0.3624328081994988,273.65,Triassic,Normal polarity,True,0.1102835885407723,Conglomerate,Middle,32.55,284.93,33846
0.5941538719121894,0.6505079583218454,0.461186503290738,217.39,Devonian,Normal polarity,True,0.0589828864463894,Sandstone,Bottom,89.47,329.81,54698
0.5040127814191963,0.566015818499947,0.5508284844952247,260.05,Cretaceous,Normal polarity,False,0.3731360704291544,Limestone,Top,94.14,414.52,42497
0.3709734666307037,0.4816754323603812,0.5310016101912096,254.73,Cambrian,Normal polarity,True,0.1440001175893468,Limestone,Bottom,135.79,624.52,47036
0.8016785876949968,0.6109207836963385,0.8693990240141197,103.5,Triassic,Reversed polarity,False,1.2111481857403446,Sandstone,Middle,101.4,592.86,52031
0.31510091224528,0.489673348220092,0.6178705067660057,252.6,Cambrian,Normal polarity,True,1.3002667527730494,Limestone,Top,45.9,484.66,36312
0.615977665625096,0.4440209258655797,0.3803359657784302,333.96,Paleogene,Normal polarity,False,0.5813209585398467,Shale,Top,105.71,524.9,48649
0.497684407278265,0.6499475454497172,0.6894326329295992,29.01,Devonian,Normal polarity,True,0.5078714606903713,Limestone,Bottom,43.61,573.5,37669
0.9485319629328944,0.7705200388713896,0.6699329614578943,204.87,Silurian,Normal polarity,False,0.3551764130193992,Conglomerate,Middle,14.47,259.1,64243
0.2896714457110302,0.9999999999,0.6959884376793469,168.8,Jurassic,Reversed polarity,True,0.7887840692147476,Shale,Bottom,62.11,591.19,40243
0.9885505362784892,0.5057801885499477,0.35291041251926,277.52,Cambrian,Normal polarity,True,1.1108597618388625,Conglomerate,Middle,75.91,105.73,66517
0.6426396315855257,0.5141629075958469,0.8429404578858419,262.88,Permian,Normal polarity,False,0.638493137578525,Sandstone,Bottom,50.16,861.24,59122
0.2802411815081223,0.6007768883286647,0.4146709293689862,126.25,Devonian,Normal polarity,False,1.3400500478163715,Shale,Middle,36.16,54.71,26677
0.2400920375822898,0.2929300531500107,0.6613852870867225,245.41,Neogene,Normal polarity,True,0.6350476474743343,Limestone,Middle,84.2,657.48,27366
1.0013444902282391,0.2873014040891734,0.8439354915379613,66.8,Cambrian,Reversed polarity,True,0.4613064057884928,Shale,Bottom,52.82,414.83,75818
0.4102087670247538,0.4588584736332056,0.7419320370460727,104.72,Devonian,Reversed polarity,True,0.7033296262653517,Sandstone,Bottom,49.64,167.69,41307
0.1366021958571395,0.5243692648729711,1.2974125683908917,95.33,Cambrian,Normal polarity,False,0.5199045492004964,Conglomerate,Middle,44.99,433.34,20117
0.817896534037788,0.501414829844533,0.2514108980916977,176.79,Cambrian,Reversed polarity,False,1.1620940171329677,Limestone,Bottom,35.75,225.87,67455
0.2459431571980391,0.8997570338524317,0.3363282929998318,164.96,Cambrian,Normal polarity,False,0.6697162374776277,Conglomerate,Middle,114.76,65.13,29432
0.2800035686851001,0.3764679542147339,1.0217415300397603,49.08,Cambrian,Normal polarity,True,2.0802115054061434,Limestone,Bottom,86.31,375.06,28274
0.3537932488731835,0.2075904182934079,0.371378485552062,174.01,Cambrian,Reversed polarity,False,0.4932024499551005,Conglomerate,Bottom,9.3,803.73,38668
0.4000736922525136,0.6726483714208483,0.1192771421230249,101.65,Cambrian,Normal polarity,True,1.0818241991385271,Conglomerate,Bottom,58.59,135.69,36477
0.7124271807891908,0.4878567453863213,0.2637336447802881,66.56,Paleogene,Normal polarity,True,0.5125599984580156,Shale,Bottom,29.93,100.27,48860
0.8148373728123963,0.4218350517997396,0.2075540277226503,102.81,Triassic,Normal polarity,False,1.1237888810567416,Shale,Middle,19.09,546.3,47000
0.1063355403694256,0.5678526229033487,0.3582872397987722,30.41,Cambrian,Normal polarity,True,0.0649100778305806,Limestone,Bottom,45.7,125.86,14876
0.0959965800432705,0.1077024738703982,1.237148400190475,271.15,Triassic,Normal polarity,True,0.8083047823054896,Sandstone,Middle,54.88,254.29,22767
0.5411954657320501,0.04550540461511,0.589641740120554,211.38,Cambrian,Normal polarity,True,1.0256571544279751,Sandstone,Middle,66.69,409.16,41509
0.8165027143697141,0.9721287075448836,0.1603187601131866,148.17,Cretaceous,Normal polarity,True,0.2666117516564139,Shale,Middle,47.91,513.16,54157
0.441734012343123,0.4487366628856305,0.268176884104788,159.84,Permian,Normal polarity,False,0.4076020720894411,Shale,Bottom,85.59,51.08,40897
0.3914001622924787,0.2134080606292823,0.790959529088827,116.72,Devonian,Reversed polarity,True,0.544176834253632,Limestone,Middle,75.39,179.56,30603
0.9241229650448908,0.5492367439988167,0.3147728023851213,231.19,Cambrian,Normal polarity,False,0.9973905444799784,Shale,Middle,49.5,264.19,63874
1.0688411781546796,0.273775841455885,0.8332292511612498,152.74,Neogene,Normal polarity,True,0.8986549015914667,Limestone,Top,3.79,390.55,57441
0.1897857761994886,0.4405034578238514,0.7114725814800817,274.28,Cretaceous,Normal polarity,True,1.245692085907688,Limestone,Top,94.93,478.21,29260
0.4488514300220732,0.6050404887649632,0.6544342303309385,136.48,Ordovician,Normal polarity,True,1.160915301624306,Limestone,Bottom,88.15,395.28,43658
0.6480987684694226,0.1680271456287629,0.609964828756443,259.41,Paleogene,Reversed polarity,True,0.4529358271361479,Sandstone,Top,58.38,514.1,48411
1.1965460680804083,0.4697327478300455,0.3722718929722142,106.83,Cambrian,Reversed polarity,True,0.8145086570297866,Shale,Bottom,83.05,16.77,90513
0.3445241363686466,0.1643555283347182,0.7110469731507522,184.67,Triassic,Normal polarity,True,0.2914345261052686,Limestone,Bottom,89.52,130.02,36232
0.4717936708240315,0.3934904772475321,0.5203730441413303,210.35,Ordovician,Normal polarity,True,1.3747960872464364,Sandstone,Bottom,91.78,273.07,44630
0.3997910072268893,0.4078226128299279,0.507434581850559,75.28,Cambrian,Reversed polarity,True,0.7740157684709691,Sandstone,Middle,149.36,524.76,27488
0.1064953692794,0.244297137227664,0.787143355578959,233.3,Cambrian,Reversed polarity,True,0.9130547687550774,Conglomerate,Middle,70.6,46.72,25144
0.4947759660897695,0.9999999999,0.9466551174024296,140.12,Neogene,Reversed polarity,False,0.8825475683780258,Limestone,Bottom,25.74,263.32,53128
0.4123667418358478,0.6059092214155927,0.6695691272798143,280.08,Jurassic,Normal polarity,True,0.9165340027387494,Sandstone,Bottom,2.42,592.38,45290
0.5127747950568825,0.9578134694789404,0.8641123090798981,125.62,Permian,Normal polarity,True,1.6580760290217171,Shale,Middle,100.7,392.45,42328
0.4932465251148495,0.3319068128836039,0.8803042907589387,164.75,Triassic,Normal polarity,False,1.7716844721635086,Sandstone,Bottom,44.26,114.19,43800
0.7857301109114616,0.177896413702433,0.545949683015247,274.66,Cambrian,Normal polarity,True,1.8467365391856343,Limestone,Middle,55.96,262.4,58204
0.0923580112389029,0.3964627692066411,0.5600645873929362,94.89,Triassic,Normal polarity,True,0.5834367578616406,Shale,Bottom,13.67,51.64,16503
0.9072901933078438,0.5284225737320477,0.58869443793797,84.88,Cambrian,Reversed polarity,True,1.0262274456658085,Limestone,Middle,40.47,613.81,57330
0.2355503150944248,0.0542669293948744,0.4809114608190844,56.23,Paleogene,Normal polarity,False,0.8574895115459649,Shale,Middle,13.61,95.64,15599
0.892727767725584,0.4684489388913899,0.1366407836795565,121.99,Neogene,Normal polarity,True,0.182571438026694,Shale,Bottom,78.49,354.99,59031
0.5442711362471533,0.5094153079680055,0.1156778464943938,150.42,Permian,Reversed polarity,False,0.4139229998832513,Limestone,Bottom,99.95,58.07,46315
